State Name,District,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll Rejected Votes Postal,Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes,Valid Votes Polled,Tendered Votes
Maharashtra,Kolhapur,ST,4,1421322,2678246,307,4104569,1032,3662,1811242,727200,19,19234,2558403,708,133,723,23448,2534099,14,2534099,14
Maharashtra,Latur,GEN,1,493952,1036102,194,1534956,130,4578,1206319,1197008,373,23839,2427589,50,53,545,27537,2399454,31,2399454,31
Maharashtra,Mumbai City,SC,2,53886,2584520,100,2639605,726,373,27897,1797021,320,14821,1840454,395,39,202,14902,1825311,27,1825311,27
Maharashtra,Mumbai Suburban,ST,3,1781757,1557732,213,3344579,543,4334,1139988,1447330,312,10127,2597832,75,398,235,46239,2550960,18,2550960,18
Maharashtra,Nanded,GEN,2,1355096,1749115,74,3108666,656,3725,1874121,108050,144,10487,1993472,670,132,327,16116,1976897,41,1976897,41
Maharashtra,Nandurbar,SC,1,896309,2930330,217,3831350,377,4117,214134,1895204,302,24262,2134574,672,498,51,46650,2087375,10,2087375,10
Maharashtra,Nagpur,ST,4,2482703,1698736,77,4185385,1051,2818,288524,1410022,194,12789,1711574,45,464,473,19287,1691350,48,1691350,48
Maharashtra,Nashik,GEN,1,136337,2502510,234,2639877,296,500,367418,1257394,32,2686,1628050,520,31,151,38484,1589384,36,1589384,36
Maharashtra,Palghar,ST,4,1250533,926692,247,2180296,387,2437,1376983,470367,299,19198,1866948,101,3,124,30326,1836495,29,1836495,29
Maharashtra,Parbhani,GEN,3,1263949,2253763,230,3520317,667,1708,226168,1048374,72,14042,1288796,140,481,443,29544,1258328,18,1258328,18
Maharashtra,Pune,SC,4,1836088,616828,159,2453406,121,210,1349193,705262,191,13922,2069093,525,491,377,23463,2044762,3,2044762,3
Maharashtra,Raigad,ST,3,1963800,1125532,348,3091344,629,1035,799843,63067,236,22174,886057,737,222,691,11451,873693,10,873693,10
Maharashtra,Ratnagiri,GEN,3,66961,560732,416,631268,1965,1194,473964,330570,26,16186,821382,636,82,608,45508,775184,20,775184,20
Maharashtra,Sangli,GEN,1,2570343,2967065,244,5541808,1795,2361,1398151,1927526,319,3157,3329589,436,101,88,18342,3311058,10,3311058,10
Maharashtra,Satara,GEN,4,1887995,1722032,27,3613365,183,3128,1975647,1450147,109,17673,3444440,864,279,595,39787,3403779,18,3403779,18
Maharashtra,Sindhudurg,GEN,4,2711172,1325765,452,4041216,289,3538,1576783,1426758,171,6908,3010849,229,280,98,35639,2974832,45,2974832,45
Maharashtra,Solapur,SC,1,1560710,2858253,480,4422646,715,2488,1361919,1131340,234,5937,2500386,956,492,359,17412,2482123,31,2482123,31
Maharashtra,Thane,SC,4,549128,1197026,344,1751313,699,4116,825428,1632158,173,13508,2471492,225,120,553,5433,2465386,38,2465386,38
Maharashtra,Wardha,SC,1,301045,924459,337,1227698,684,1173,305677,876266,218,1663,1184658,834,366,500,68920,1114872,13,1114872,13
Maharashtra,Washim,ST,1,473096,587497,12,1064948,1821,2522,1504518,127525,37,1010,1634080,990,123,478,47051,1586428,8,1586428,8
Maharashtra,Yavatmal,ST,3,704998,2950179,404,3658092,1142,1369,1884073,673203,289,22499,2580693,629,99,186,20704,2559704,11,2559704,11
Manipur,Bishnupur,SC,1,961923,2526261,274,3492013,1708,1847,962181,1568690,69,24302,2555418,176,412,718,64059,2490229,13,2490229,13
Manipur,Chandel,SC,2,1703404,1594579,308,3302957,757,3909,272147,1333871,180,11810,1618601,593,47,496,49939,1568119,30,1568119,30
Manipur,Churachandpur,GEN,3,724314,440241,249,1166685,1397,484,110490,1730523,101,21852,1863875,909,406,251,17539,1845679,13,1845679,13
Manipur,Imphal East,SC,3,1592191,660750,192,2257089,684,3272,1146734,1179356,116,10384,2337038,448,430,484,58957,2277167,23,2277167,23
Manipur,Imphal West,ST,2,2383998,2910422,94,5300446,1272,4660,1375677,1171124,228,18297,2565569,243,145,716,53219,2511489,45,2511489,45
Manipur,Jiribam,ST,4,1744853,2564781,35,4312085,1321,1095,139948,1083889,300,14880,1239590,573,342,684,7495,1231069,41,1231069,41
Manipur,Kakching,ST,3,2200561,2934675,270,5136799,670,623,584490,1553200,365,13344,2151681,282,413,530,40852,2109886,14,2109886,14
Manipur,Kamjong,ST,3,702642,1616312,202,2322929,1558,2215,480323,1001308,61,4698,1486577,187,475,163,40052,1445887,10,1445887,10
Manipur,Kangpokpi,ST,4,1663401,1324556,347,2992138,1055,2779,612662,285046,59,1618,899405,20,259,493,34224,864429,29,864429,29
Manipur,Noney,ST,1,272834,2915530,12,3189976,765,835,1345906,1385986,11,3815,2735738,20,292,224,21400,2713822,32,2713822,32
Manipur,Pherzawl,SC,1,831933,2807942,60,3645586,1428,4223,1456412,1431189,358,7167,2895976,850,455,562,26052,2868907,5,2868907,5
Manipur,Senapati,ST,1,2211049,2922413,489,5136748,1054,1743,658952,1062713,221,14960,1737564,718,22,499,3093,1733950,48,1733950,48
Manipur,Tamenglong,ST,4,2471137,211919,419,2685799,373,1951,746083,1950415,68,19723,2717231,942,140,177,21671,2695243,3,2695243,3
Manipur,Tengnoupal,SC,1,1738140,646362,335,2388278,229,3212,1737346,996914,174,2695,2737482,353,447,791,59838,2676406,46,2676406,46
Manipur,Thoubal,ST,2,2311887,803381,95,3118791,22,3406,1367282,49325,139,15369,1432384,269,125,197,28072,1403990,9,1403990,9
Manipur,Ukhrul,GEN,4,2097197,1290031,186,3393089,999,4676,323268,1697870,182,14500,2036627,807,366,712,55358,1980191,11,1980191,11
Meghalaya,East Garo Hills,SC,4,778203,2384063,344,3167405,1822,2973,585309,368752,122,16045,970683,455,436,503,52519,917225,1,917225,1
Meghalaya,East Jaintia Hills,SC,2,2430682,926132,17,3360457,910,2716,1107346,167959,375,9270,1284953,3,373,463,8352,1275765,3,1275765,3
Meghalaya,East Khasi Hills,SC,1,2058032,605987,33,2669233,1263,3918,1772707,1914594,158,14844,3702563,260,373,277,1232,3700681,37,3700681,37
Meghalaya,Eastern West Khasi Hills,GEN,2,1891753,933771,20,2829125,492,3089,612192,1297856,340,7529,1917932,15,379,423,27426,1889704,24,1889704,24
Meghalaya,North Garo Hills,SC,1,416349,681847,30,1102405,1023,3156,699211,378620,329,9085,1087838,593,250,454,6692,1080442,19,1080442,19
Meghalaya,Ri Bhoi,GEN,2,808475,2894971,52,3707708,1518,2692,995572,1569339,88,6953,2572681,729,446,698,28082,2543455,45,2543455,45
Meghalaya,South Garo Hills,SC,1,2742698,258520,187,3005675,1277,2993,31401,650733,115,14243,696539,47,215,416,15867,680041,17,680041,17
Meghalaya,South West Garo Hills,ST,3,2033778,900750,237,2937877,382,2730,128636,1059748,211,8713,1197388,80,321,619,61415,1135033,19,1135033,19
Meghalaya,South West Khasi Hills,SC,3,2928224,410523,147,3341040,799,1347,1446267,1876926,341,12490,3336116,92,168,729,12012,3323207,30,3323207,30
Meghalaya,West Garo Hills,GEN,2,1208709,1479539,258,2691182,494,2182,1734123,1250051,265,12476,2997241,326,327,193,63238,2933483,18,2933483,18
Meghalaya,West Jaintia Hills,ST,1,1815569,761769,376,2579111,944,453,949725,969189,279,24817,1944320,310,429,357,38281,1905253,22,1905253,22
Meghalaya,West Khasi Hills,GEN,1,2850381,961960,196,3814381,10,1834,621920,53092,111,20807,696000,70,448,49,61729,633774,8,633774,8
Mizoram,Aizawl,ST,3,351132,2544144,482,2898288,982,1548,918521,366078,15,17786,1303379,979,376,149,10933,1291921,16,1291921,16
Mizoram,Champhai,SC,4,566074,89387,235,659366,879,2791,273297,1533825,169,13842,1821788,655,28,150,23753,1797857,5,1797857,5
Mizoram,Hnahthial,GEN,4,2932724,2995920,320,5931141,537,1640,207229,1188869,63,4784,1401678,733,208,321,56163,1344986,10,1344986,10
Mizoram,Khawzawl,ST,2,2728716,2308647,359,5038382,592,68,1075561,1091339,64,23496,2190622,162,323,696,66088,2123515,19,2123515,19
Mizoram,Kolasib,SC,2,1552753,1975105,445,3531345,619,2423,1939541,1233498,101,22389,3196100,571,121,710,1515,3193754,5,3193754,5
Mizoram,Lawngtlai,GEN,2,2219002,1452269,108,3673203,9,1815,1849178,384478,229,1436,2236193,872,128,1,62025,2174039,11,2174039,11
Mizoram,Lunglei,SC,1,1802578,2502267,453,4308955,1240,2417,1896650,1671821,162,9846,3578494,15,434,583,67609,3509868,31,3509868,31
Mizoram,Mamit,GEN,3,2413739,1112620,63,3532698,1564,4712,180647,1481745,322,8359,1671842,769,427,1,63018,1608396,25,1608396,25
Mizoram,Saiha,SC,2,167867,320570,333,491131,906,1455,1552254,1621446,225,3986,3178675,764,415,11,58996,3119253,24,3119253,24
Mizoram,Saitual,SC,3,752320,2417877,52,3171249,351,649,895283,240596,249,22439,1159234,667,1,325,57984,1100924,19,1100924,19
Mizoram,Serchhip,SC,1,2936590,2522688,291,5463074,1141,2364,322141,1920681,372,11465,2254943,284,16,112,69009,2185806,8,2185806,8
Nagaland,Chümoukedima,SC,4,579369,2673921,169,3257413,329,3625,1483045,319380,1,12224,1815437,787,36,542,4668,1810191,27,1810191,27
Nagaland,Dimapur,GEN,1,1260454,1871708,420,3134736,1303,851,978531,722114,107,19415,1720388,221,262,463,68772,1650891,34,1650891,34
Nagaland,Kiphire,GEN,2,266877,2901604,26,3171286,1001,1778,1317804,1378454,99,4441,2701159,361,434,123,69593,2631009,6,2631009,6
Nagaland,Kohima,GEN,2,2021387,1669134,350,3692668,555,1242,1760783,73859,337,16445,1851828,404,243,767,65435,1785383,42,1785383,42
Nagaland,Longleng,SC,3,1970367,853548,3,2829137,1556,3663,1918952,96248,203,11573,2027946,970,139,310,60196,1967301,3,1967301,3
Nagaland,Mokokchung,SC,4,1753652,2193524,311,3948983,530,966,705491,76108,429,7660,790302,614,216,51,41803,748232,13,748232,13
Nagaland,Mon,GEN,2,516418,923884,268,1445869,1648,3651,1236610,1286759,100,17191,2540840,180,137,325,68113,2472265,29,2472265,29
Nagaland,Niuland,SC,3,211403,793281,181,1009877,380,4632,1839177,1179324,97,12981,3032315,736,336,110,5508,3026361,0,3026361,0
Nagaland,Noklak,ST,4,375129,2742907,387,3121156,261,2472,845744,1265498,179,8241,2119810,148,373,786,63053,2055598,6,2055598,6
Nagaland,Peren,GEN,1,597634,2695101,437,3294869,489,1208,153177,348135,381,22791,524742,258,207,149,64991,459395,23,459395,23
Nagaland,Phek,ST,1,358794,1224748,90,1587227,576,3019,1708333,859996,217,17968,2587266,752,267,232,25548,2561219,2,2561219,2
Nagaland,Shamator,ST,4,2158417,2198181,200,4362361,1496,4067,938684,132330,91,21993,1093419,321,118,122,17830,1075349,48,1075349,48
Nagaland,Tseminyü,ST,3,2331881,146774,93,2481464,1460,1256,430632,633888,321,20437,1086228,950,227,342,21302,1064357,37,1064357,37
Nagaland,Tuensang,GEN,1,2001488,1993422,97,3998795,1040,2748,566160,396741,401,10280,973890,308,373,34,12423,961060,25,961060,25
Nagaland,Wokha,GEN,3,2493543,582548,286,3079592,207,3008,922707,430499,341,23673,1377262,42,45,729,10553,1365935,19,1365935,19
Nagaland,Zunheboto,GEN,1,2314893,2564252,139,4883311,1294,2733,145350,1902119,276,4987,2053193,461,435,438,56177,1996143,48,1996143,48
Odisha,Angul,GEN,3,1693973,2334174,49,4031882,1774,1912,109342,476667,270,18967,605823,577,484,245,48070,557024,20,557024,20
Odisha,Boudh,SC,4,2646773,594484,399,3246765,1042,4067,1038888,496678,380,12784,1549687,957,223,51,60581,1488832,29,1488832,29
Odisha,Bhadrak,ST,4,1233209,1031237,310,2267726,450,2520,819487,841736,359,22205,1684583,796,336,511,12372,1671364,21,1671364,21
Odisha,Balangir,ST,1,1631165,2547601,53,4181231,1230,1182,777321,784403,328,10632,1572894,210,7,584,46905,1525398,40,1525398,40
Odisha,Bargarh,SC,4,135146,1667714,344,1807270,1633,2433,256439,1726730,289,3739,1988068,871,144,619,43790,1943515,22,1943515,22
Odisha,Balasore,SC,2,120914,1559208,239,1685791,471,4959,1177411,158096,365,18210,1354981,899,468,388,33250,1320875,34,1320875,34
Odisha,Cuttack,ST,1,470903,2569940,45,3042537,1148,501,700209,1477798,361,20101,2198944,475,214,152,22221,2176357,23,2176357,23
Odisha,Debagarh,SC,3,977581,2887501,485,3869573,704,3302,1662339,516767,8,21058,2201142,970,475,137,50015,2150515,27,2150515,27
Odisha,Dhenkanal,GEN,4,2698253,2656786,330,5359156,1740,2047,1266805,1953458,159,22040,3242794,332,27,276,47455,3195036,48,3195036,48
Odisha,Ganjam,ST,4,2191277,543791,9,2740366,462,4827,987400,1369335,336,5077,2363128,980,259,637,6413,2355819,23,2355819,23
Odisha,Gajapati,GEN,1,349144,1701739,345,2055369,573,3568,545874,1943646,413,10183,2500810,694,60,317,33281,2467152,12,2467152,12
Odisha,Jharsuguda,GEN,1,1165638,2741241,345,3913020,1477,4319,343675,129787,207,4128,478015,218,110,551,54181,423173,13,423173,13
Odisha,Jajpur,GEN,3,1266207,2252034,28,3522224,233,3722,1063104,1027383,257,16688,2107986,554,327,459,1596,2105604,44,2105604,44
Odisha,Jagatsinghpur,GEN,2,2098217,235236,23,2337886,138,4272,1254965,262688,382,7343,1525861,483,170,660,3651,1521380,34,1521380,34
Odisha,Khordha,SC,2,2520622,662973,357,3188544,148,4444,1639930,1855246,158,2385,3497876,157,459,498,14334,3482585,38,3482585,38
Odisha,Kendujhar,GEN,4,2045813,1291191,441,3341887,1498,2944,1073867,827925,342,8089,1910677,454,346,375,10437,1899519,46,1899519,46
Odisha,Kalahandi,SC,1,2121757,1116833,378,3240746,1423,355,1471628,1973076,119,24202,3469338,313,151,622,56186,3412379,48,3412379,48
Odisha,Kandhamal,GEN,2,266105,659688,436,930437,1389,2819,1462457,289180,380,8765,1761617,835,427,380,53968,1706842,46,1706842,46
Odisha,Koraput,GEN,3,2327724,411531,496,2744879,347,4781,1655428,1963784,5,22072,3641897,608,344,659,31478,3609416,3,3609416,3
Odisha,Kendrapara,SC,1,1481600,114777,128,1602061,906,4650,753855,1141547,440,7873,1904378,663,40,508,34774,1869056,49,1869056,49
Odisha,Malkangiri,SC,4,2563184,60247,5,2628288,1471,3381,1956443,198541,182,12267,2168265,832,371,258,51641,2115995,5,2115995,5
Odisha,Mayurbhanj,SC,2,544114,2922683,75,3469773,120,2781,863977,1202218,230,22907,2089953,621,98,485,35657,2053713,46,2053713,46
Odisha,Nabarangpur,ST,1,718188,2685870,406,3410038,1448,4126,666603,1982478,314,2545,2652702,762,332,432,62084,2589854,41,2589854,41
Odisha,Nuapada,SC,2,2215152,461395,494,2681167,740,3386,535580,1356315,101,10394,1902944,554,470,410,69362,1832702,48,1832702,48
Odisha,Nayagarh,ST,2,1498208,2419915,64,3923149,1830,3132,926806,233586,178,1744,1162589,275,257,81,65661,1096590,30,1096590,30
Odisha,Puri,SC,3,822490,505960,301,1333721,72,4898,277932,1051857,99,22374,1352954,692,155,497,2290,1350012,12,1350012,12
Odisha,Rayagada,ST,1,1674533,872768,22,2551010,1512,2175,1519515,1673231,94,16182,3209922,900,210,508,62516,3146688,12,3146688,12
Odisha,Sambalpur,GEN,2,1085555,854072,123,1943072,1780,1542,461351,1964055,448,20160,2446214,200,410,97,2988,2442719,45,2442719,45
Odisha,Subarnapur,GEN,2,88746,424489,1,517712,1650,2826,287879,707686,349,23338,1019577,325,230,333,14095,1004919,28,1004919,28
Odisha,Sundargarh,GEN,3,125344,734420,349,865379,547,4719,438963,1823516,204,16323,2279501,495,493,234,5446,2273328,46,2273328,46
Punjab,Amritsar,SC,1,1212735,2042740,269,3260229,1650,2835,467831,1906939,373,20626,2396048,279,32,537,59040,2336439,49,2336439,49
Punjab,Barnala,SC,2,120328,1049396,148,1175135,1668,3595,494067,1420901,297,4315,1919968,388,65,715,32566,1886622,43,1886622,43
Punjab,Bathinda,SC,3,413367,445187,106,862874,83,4131,1225326,1838103,1,5985,3069991,576,305,407,55568,3013711,29,3013711,29
Punjab,Faridkot,ST,2,103457,1213240,307,1322725,1294,4427,251481,846016,353,5282,1103563,431,7,100,2740,1100716,9,1100716,9
Punjab,Fatehgarh Sahib,GEN,1,726671,588894,403,1319241,580,2693,380605,1253779,52,5952,1640940,552,298,617,1356,1638669,28,1638669,28
Punjab,Fazilka,SC,2,554091,556542,241,1115807,186,4747,1274318,1355627,408,10752,2642075,970,79,351,9991,2631654,1,2631654,1
Punjab,Firozpur,SC,2,1366746,1492268,380,2861149,962,793,1504232,236749,52,18371,1760295,891,394,267,10664,1748970,41,1748970,41
Punjab,Gurdaspur,GEN,4,338706,1553175,361,1895819,772,2805,1123917,376511,73,2131,1503455,823,234,30,49474,1453717,11,1453717,11
Punjab,Hoshiarpur,SC,2,1782864,2368071,388,4155368,1941,2104,1164162,873202,39,1599,2039906,904,465,253,63347,1975841,24,1975841,24
Punjab,Jalandhar,ST,3,2667688,1777824,230,4450909,1964,3203,977024,727917,154,14803,1720846,948,150,665,60897,1659134,15,1659134,15
Punjab,Kapurthala,ST,1,1901808,1169207,2,3076078,1348,3713,949282,286568,223,6310,1242830,447,248,679,13240,1228663,31,1228663,31
Punjab,Ludhiana,SC,3,1413042,1541559,402,2960144,1133,4008,1202048,470258,396,1272,1674744,770,274,56,23991,1650423,49,1650423,49
Punjab,Malerkotla,SC,1,1355027,2102403,432,3462592,645,4085,1733084,998389,50,7109,2738973,341,483,383,55858,2682249,0,2682249,0
Punjab,Mansa,SC,2,2344107,316891,66,2662758,401,1293,908594,1193542,241,22611,2125354,366,340,666,58505,2065843,34,2065843,34
Punjab,Moga,ST,1,1066026,574866,113,1647729,1975,4749,1530130,288924,171,8526,1828261,510,466,620,67537,1759638,26,1759638,26
Punjab,Pathankot,ST,4,992238,957818,136,1956347,1997,4158,1794579,1696923,119,10927,3503129,581,98,501,25660,3476870,12,3476870,12
Punjab,Patiala,SC,1,1222436,2864633,385,4091148,199,3495,1648031,352210,262,3437,2004871,931,196,401,32386,1971888,48,1971888,48
Punjab,Rupnagar,ST,1,2993677,2094100,67,5093536,741,4951,1718214,1683744,48,9892,3412887,989,259,296,37700,3374632,15,3374632,15
Punjab,Sahibzada Ajit Singh Nagar,ST,1,2014438,725483,134,2744512,763,3694,1401575,967821,259,9966,2380487,866,330,100,5813,2374244,20,2374244,20
Punjab,Sangrur,SC,3,2908458,181716,271,3093101,487,2169,1159796,65536,349,9789,1235773,303,291,796,64701,1169985,39,1169985,39
Punjab,Shahid Bhagat Singh Nagar,GEN,2,1040301,208828,429,1250622,855,209,575867,1147350,248,15300,1739479,714,115,125,8986,1730253,23,1730253,23
Punjab,Sri Muktsar Sahib,ST,3,969624,2775087,266,3747169,39,2153,1305189,1501085,432,7615,2815076,755,96,177,16737,2798066,15,2798066,15
Punjab,Tarn Taran,SC,2,1946249,2199381,411,4147810,568,1201,776783,490888,205,23068,1291833,889,66,55,50768,1240944,39,1240944,39
Rajasthan,Ajmer,ST,2,2687991,591892,51,3281036,319,783,1529550,1181003,106,24821,2735575,95,86,408,48487,2686594,27,2686594,27
Rajasthan,Alwar,GEN,2,1460840,1461447,28,2923745,1190,240,1954852,303934,328,22581,2282569,874,24,126,32849,2249570,42,2249570,42
Rajasthan,Balotra,ST,4,1718620,394291,483,2118339,1748,3197,824983,1668795,284,22201,2516315,52,301,230,57838,2457946,40,2457946,40
Rajasthan,Banswara,GEN,1,270015,2735483,283,3008263,1195,1287,1584383,772321,184,6698,2363655,69,396,695,35242,2327322,47,2327322,47
Rajasthan,Baran,ST,1,2614077,2243311,117,4861625,720,3400,1317243,1051055,161,3063,2371931,409,460,448,41800,2329223,43,2329223,43
Rajasthan,Barmer,GEN,2,221447,2727785,18,2954396,1594,3552,1723238,537241,102,2421,2263252,250,167,543,1176,2261366,27,2261366,27
Rajasthan,Beawar,ST,2,539967,307687,465,853181,725,4337,95825,254000,240,4223,355269,981,180,112,11681,343296,46,343296,46
Rajasthan,Bharatpur,GEN,3,1865360,524922,419,2392303,632,970,1941524,1864269,161,15180,3821231,97,317,617,34924,3785373,3,3785373,3
Rajasthan,Bhilwara,ST,2,2840347,860028,255,3702532,1168,734,202408,1921380,284,22993,2148043,978,469,692,42021,2104861,49,2104861,49
Rajasthan,Bikaner,ST,3,1592198,771356,330,2366994,1801,1309,1179111,1715996,311,19170,2914722,134,463,383,2627,2911249,35,2911249,35
Rajasthan,Bundi,SC,1,1206648,2852172,12,4060098,476,790,247917,353748,444,21148,623871,614,21,398,18442,605010,5,605010,5
Rajasthan,Chittorgarh,GEN,4,2325745,293462,100,2625369,1655,4407,268947,1665047,201,22179,1956741,367,130,145,33006,1923460,37,1923460,37
Rajasthan,Churu,SC,3,411784,2971130,311,3385483,447,1811,895291,451914,338,3042,1351485,900,60,595,56441,1294389,26,1294389,26
Rajasthan,Dausa,GEN,3,2448707,1922417,288,4375688,1165,3111,195636,135400,420,2727,334672,489,31,764,69098,264779,19,264779,19
Rajasthan,Deeg,ST,2,1262122,904677,125,2171701,1822,2955,389229,1452120,362,18820,1860822,291,460,270,57334,1802758,21,1802758,21
Rajasthan,Dholpur,ST,4,1451871,1622578,443,3077924,1700,1332,1349100,1678012,260,11771,3039524,381,163,228,44044,2995089,34,2995089,34
Rajasthan,Didwana Kuchaman,SC,2,1548197,746603,83,2298022,231,2908,948651,750775,323,19369,1719824,706,222,523,51827,1667252,25,1667252,25
Rajasthan,Dungarpur,ST,3,1323378,1894278,130,3222677,420,4471,1334123,459698,342,8391,1803127,573,64,184,31343,1771536,20,1771536,20
Rajasthan,Hanumangarh,GEN,4,2319437,2242400,106,4564590,466,2181,1827279,1227782,40,1065,3056177,11,255,283,57502,2998137,4,2998137,4
Rajasthan,Jaipur,GEN,2,2943920,2047808,292,4995997,183,3794,1589757,1000040,269,16419,2607068,583,91,296,23295,2583386,20,2583386,20
Rajasthan,Jaisalmer,ST,4,1305664,1371284,45,2678625,1619,13,1764454,266259,135,21226,2052823,749,233,243,27766,2024581,21,2024581,21
Rajasthan,Jalore,ST,3,1352224,2738521,221,4094873,1177,2730,1486473,968217,226,22248,2477187,23,363,482,15592,2460750,41,2460750,41
Rajasthan,Jhalawar,ST,1,1277842,889203,383,2173245,1889,3928,1760469,21922,51,9604,1792452,406,106,758,53561,1738027,40,1738027,40
Rajasthan,Jhunjhunu,SC,1,650060,2766737,176,3423639,1920,4746,904854,1830488,277,20065,2756669,985,19,703,64381,2691566,1,2691566,1
Rajasthan,Jodhpur,ST,3,2145172,711117,310,2856817,81,137,1564169,1740067,25,17647,3322673,765,130,172,45693,3276678,45,3276678,45
Rajasthan,Karauli,GEN,3,232501,2373412,27,2608888,621,2327,436413,1589524,379,23255,2049818,247,51,776,13520,2035471,1,2035471,1
Rajasthan,Khairthal-Tijara,GEN,3,2623481,411099,470,3041731,1842,4839,1621309,588448,122,3991,2214663,793,401,96,27201,2186965,7,2186965,7
Rajasthan,Kota,GEN,2,356302,1437984,452,1798430,763,2929,337468,886994,326,5086,1229989,115,43,790,7334,1221822,19,1221822,19
Rajasthan,Kotputli-Behror,SC,4,564459,215244,158,784013,1740,2412,1891810,434135,386,7239,2334242,672,491,55,25561,2308135,23,2308135,23
Rajasthan,Nagaur,GEN,2,1173913,2415795,433,3596110,1429,4540,22715,1571305,328,19022,1613901,531,295,13,63570,1550023,34,1550023,34
Rajasthan,Pali,ST,1,738971,2632373,101,3377348,1614,4289,344088,1824336,267,21310,2190531,530,234,224,56886,2133187,9,2133187,9
Rajasthan,Phalodi,ST,3,2735478,2370812,32,5112155,965,4868,1996664,296603,418,4382,2298581,514,60,485,1881,2296155,9,2296155,9
Rajasthan,Pratapgarh,ST,3,1056570,2766164,239,3827373,250,4150,1343364,717132,108,8710,2070202,888,448,57,54347,2015350,34,2015350,34
Rajasthan,Rajsamand,GEN,2,178736,228409,350,409698,899,1304,739748,1567987,145,18800,2327282,602,449,135,13585,2313113,13,2313113,13
Rajasthan,Salumbar,GEN,1,608454,1451437,485,2066040,1466,4198,1393280,1043172,245,2817,2439982,468,256,725,26083,2412918,21,2412918,21
Rajasthan,Sawai Madhopur,ST,3,1989762,488328,310,2483249,1434,3415,311842,1585690,436,3985,1902809,856,292,142,23095,1879280,5,1879280,5
Rajasthan,Sikar,ST,2,1800524,1810940,23,3615318,336,3495,1057073,916829,96,18132,1993056,926,425,67,50281,1942283,31,1942283,31
Rajasthan,Sirohi,ST,4,1096420,511834,115,1614355,1899,4087,384058,351644,137,22735,759453,879,105,537,35653,723158,15,723158,15
Rajasthan,Sri Ganganagar,SC,2,2859836,1580708,94,4441560,759,163,1969732,762577,350,18504,2751203,40,185,44,12705,2738269,19,2738269,19
Rajasthan,Tonk,SC,4,1362760,1798001,422,3163044,1173,688,380668,1928411,401,11083,2320928,365,331,301,69553,2250743,23,2250743,23
Rajasthan,Udaipur,SC,4,714549,1574142,269,2292411,1974,1477,1782257,1176575,302,15914,2975218,170,31,731,25819,2948637,14,2948637,14
Sikkim,Gangtok,SC,3,459281,2479948,436,2942888,1894,1329,554130,147662,134,6617,708609,66,271,135,59351,648852,37,648852,37
Sikkim,Gyalshing,GEN,4,860401,409310,255,1273270,1622,1682,1420571,1819197,267,5631,3246367,701,215,339,67258,3178555,20,3178555,20
Sikkim,Mangan,SC,3,2479817,1160002,58,3642046,1888,281,1276296,916824,396,7861,2202342,965,86,38,59891,2142327,38,2142327,38
Sikkim,Namchi,SC,4,1980007,2530737,339,4512794,746,965,1901809,1273566,11,11847,3188151,918,220,628,15713,3171590,0,3171590,0
Sikkim,Pakyong,GEN,4,1432719,1369883,217,2807280,1268,3193,301094,816888,324,16774,1135592,512,418,413,61538,1073223,25,1073223,25
Sikkim,Soreng,GEN,2,829008,1450293,370,2284559,414,4474,696335,1385350,218,20897,2103329,529,196,716,54957,2047460,5,2047460,5
Tamil Nadu,Ariyalur,GEN,1,2058709,1782836,78,3844795,130,3042,1027994,898570,145,16355,1943301,237,383,756,63504,1878658,24,1878658,24
Tamil Nadu,Chengalpattu,SC,4,1719018,1600163,120,3324108,161,4646,1530893,1986449,298,13876,3532005,489,108,736,19443,3511718,7,3511718,7
Tamil Nadu,Chennai,SC,2,1004218,69362,454,1075905,570,1301,1604524,1969253,60,21253,3595442,352,183,28,2700,3592531,2,3592531,2
Tamil Nadu,Coimbatore,ST,3,1302563,2419739,260,3726749,1790,2397,511218,1106169,201,1638,1619264,38,0,557,40841,1577866,2,1577866,2
Tamil Nadu,Cuddalore,SC,4,1896072,1076338,49,2976751,935,3357,109934,1550275,430,18861,1679510,10,203,679,40595,1638033,45,1638033,45
Tamil Nadu,Dharmapuri,SC,3,946963,2785183,420,3737660,718,4376,958195,1287626,343,22661,2269438,613,488,339,44564,2224047,27,2224047,27
Tamil Nadu,Dindigul,SC,3,2134424,1538661,398,3676892,1906,1503,918462,1409681,396,17828,2347190,823,83,572,48545,2297990,44,2297990,44
Tamil Nadu,Erode,GEN,4,56800,1158656,112,1221090,1807,3715,549933,1160333,242,14283,1724959,168,395,4,32103,1692457,36,1692457,36
Tamil Nadu,Kallakurichi,GEN,2,728094,2184551,496,2914435,967,327,1645696,470237,257,19959,2136676,527,107,422,40686,2095461,7,2095461,7
Tamil Nadu,Kanchipuram,GEN,2,1716919,725333,455,2446823,1453,2663,876528,280542,311,15140,1173262,741,368,162,28411,1144321,22,1144321,22
Tamil Nadu,Kanyakumari,ST,4,2298379,2674597,19,4976301,1129,2177,853228,952378,62,23783,1829865,414,202,117,37231,1792315,17,1792315,17
